metric,vanilla,improved
final_train_loss,160.181800541355,187.67288139335886
final_val_loss,149.8197714083186,176.8149378533828
final_val_r2,-0.7636738133957943,-1.0814600955391738
final_grad_norm,44.70383908279067,49.418901273176886
final_update_norm,0.03970583802051564,0.0340730464293437
