epoch,train_loss,val_loss,val_r2,grad_norm,update_norm
63,307.471978586856,293.72892806524493,-2.4577680488753284,66.14873561371817,0.03995404077688715
64,304.9165049892978,291.211467557143,-2.428132579987202,65.83617617119424,0.039769482953242466
65,302.3787689679528,288.71268599752597,-2.398716999115156,65.5242986418208,0.039590719582963674
66,299.85867358431204,286.2324591436015,-2.3695198436767995,65.21310304075645,0.0394177086779969
67,297.3561230277662,283.7706633871297,-2.3405396585596763,64.90258934356545,0.039250382857830945
68,294.8710226542205,281.3271758433075,-2.3117749971676034,64.59275749236188,0.03908865067420278
69,292.40327901366317,278.9018744303908,-2.283224422357986,64.28360740141598,0.038932398118171674
70,289.95279986740644,276.4946379405225,-2.2548865072755993,63.975138962248366,0.03878149028801828
71,287.5194941957473,274.1053461022442,-2.226759836088476,63.66735204823942,0.03863577319417617
72,285.10327219681596,271.7338796351838,-2.198843004631687,63.3602465187798,0.038495075675711435
73,282.70404527739,269.38012029741793,-2.17113462096489,63.053822222991634,0.038359211401756466
74,280.3217260364631,267.0439509260101,-2.143633305849544,62.748079003046136,0.03822798093078407
75,277.956228242355,264.7252554712282,-2.1163376931517153,62.44301669710712,0.03810117380066305
76,275.607466804142,262.4239190249382,-2.089246430176329,62.13863514192751,0.03797857062303752
77,273.2753577381782,260.1398278436637,-2.0623581779386244,61.83493417512685,0.03785994515667179
78,270.9598181304542,257.87286936679135,-2.0356716113784694,61.53191363717602,0.03774506633594453
79,268.66076609552067,255.62293223038472,-2.0091854195229746,61.229573373116644,0.03763370023259163
80,266.37812073266963,253.38990627705346,-1.982898305602676,60.92791323404001,0.037525611931015015
81,264.1118020800378,251.17368256230324,-1.9568089871262853,60.62693307835077,0.03742056729991846
82,261.8617310672537,248.9741533577692,-1.9309161959187517,60.326632772839524,0.037318334645626464
83,259.62782946721194,246.79121215171014,-1.905218678127083,60.027012193585676,0.03721868623511685
84,257.4100198475143,244.6247536471146,-1.879715194198048,59.72807122671368,0.037121399679483975
85,255.20822552206835,242.4746737577415,-1.8544045188315676,59.42980976902163,0.03702625917118861
86,253.0223705032916,240.34086960239,-1.8292854409132602,59.13222772850126,0.036933056570988755
87,250.85237945531696,238.22323949766252,-1.8043567634292477,58.83532502476743,0.03684159234284136
88,248.6981776485499,236.12168294945732,-1.779617303366007,58.53910158941172,0.03675167633728142
89,246.5596909158777,234.03610064339662,-1.755065891597689,58.24355736629617,0.03666312842579821
90,244.43684561078712,231.96639443436908,-1.730701372763015,57.9486923117991,0.03657577899051896
91,242.32956856759756,229.91246733533666,-1.7065226051335087,57.654506395025045,0.03648946927507015
92,240.2377870639772,227.87422350553163,-1.6825284604745545,57.36099959798952,0.03640405160380973
93,238.16142878586365,225.8515682381435,-1.6587178239004454,57.068171915786024,0.03631938947771517
94,236.10042179487618,223.8444079475729,-1.6350895937243402,56.77602335674501,0.03623535755607732
95,234.05469449826634,221.8526501563101,-1.6116426813037927,56.48455394258868,0.03615184153380008
96,232.02417562142244,219.87620348147465,-1.588376010882302,56.19376370858885,0.036068737924555436
97,230.0087941829126,217.91497762103774,-1.5652885194271176,55.90365270373001,0.03598595376030665
98,228.0084794720231,215.96888333973348,-1.5423791564633915,55.61422099088178,0.035903406217808076
99,226.0231610287264,214.03783245465334,-1.5196468839045942,55.325468646982415,0.035821022182633826
100,224.05276862598961,212.12173782050823,-1.4970906758790203,55.03739576323347,0.03573873776109921
101,222.09723225431935,210.22051331453346,-1.4747095185520922,54.750002445307786,0.03565649775013386
102,220.1564821084221,208.3340738210083,-1.4525024099441208,54.46328881356831,0.035574255074762064
103,218.23044857584867,206.46233521535626,-1.4304683597431391,54.17725500329859,0.03549197020235924
104,216.31906222748177,204.60521434779105,-1.4086063891123808,53.89190116494193,0.03540961054229853
105,214.42225380971965,202.76262902647377,-1.3869155304920056,53.60722746434864,0.03532714983899305
106,212.53995423820524,200.93449800014685,-1.3653948273946694,53.32323408302797,0.035244567565688854
107,210.67209459294838,199.12074094021565,-1.3440433341945885,53.03992121840254,0.035161848325684315
108,208.81860611468903,197.3212784222505,-1.3228601159097808,52.75728908406349,0.03507898126695305
109,206.97942020235303,195.53603190688895,-1.3018442479772494,52.47533791002156,0.034995959515440406
110,205.1544684114538,193.76492372012424,-1.2809948160209381,52.19406794295348,0.03491277963159577
111,203.34368245330228,192.00787703297192,-1.2603109156123686,51.913479446439084,0.03482944109400371
112,201.54699419488983,190.26481584051564,-1.2397916520239654,51.63357270118731,0.034745945813292295
113,199.76433565932112,188.53566494034013,-1.2194361399751732,51.35434800524807,0.03466229767883417
114,197.9956390266784,186.8203499103671,-1.1992435033715396,51.075805674207615,0.034578502140119975
115,196.24083663521122,185.11879708612017,-1.179212875037078,50.79794604136526,0.034494565824081086
116,194.499860982753,183.43093353744928,-1.159343396440271,50.52076945788901,0.03441049618907138
117,192.77264472827585,181.75668704475655,-1.1396342174141973,50.24427629294858,0.034326301215691926
118,191.05912069350688,180.0959860747701,-1.1200844958713474,49.96846693382459,0.03424198913416007
119,189.35922186453615,178.44875975592095,-1.1006933975137558,49.69334178599193,0.034157568187487566
120,187.67288139335886,176.8149378533828,-1.0814600955391738,49.418901273176886,0.0340730464293437
